"","CC18_322a","CC18_322b","CC18_322c_new","CC18_322d_new","CC18_322c","CC18_322f"
"16414",2,1,2,2,2,2
"16415",2,1,2,2,2,1
"16416",1,1,1,1,1,1
"16417",2,1,2,2,2,2
"16418",1,2,2,1,1,1
"16419",1,2,1,2,1,1
"16420",1,1,2,1,1,1
"16421",1,1,1,1,1,1
"16422",2,1,2,2,2,1
"16423",1,2,1,1,1,1
"16424",2,1,2,1,2,2
"16425",2,1,2,2,2,2
"16426",2,1,2,1,2,2
"16427",2,1,2,2,2,2
"16428",2,1,1,1,1,1
"16429",1,1,1,1,1,1
"16430",2,1,2,2,2,2
"16431",1,2,1,1,1,1
"16432",2,1,2,2,2,2
"16433",2,1,2,2,2,2
"16434",2,1,2,2,2,2
"16435",1,2,1,2,1,1
"16436",2,1,2,2,2,2
"16437",1,1,1,1,1,2
"16438",1,1,1,1,1,1
"16439",2,1,2,2,2,2
"16440",2,1,1,2,2,2
"16441",1,2,1,2,1,1
"16442",1,1,1,1,1,1
"16443",1,2,1,2,1,1
"16444",2,1,2,2,2,2
"16445",2,1,2,2,2,2
"16446",2,1,2,2,2,2
"16447",1,2,1,2,1,1
"16448",2,1,2,2,2,2
"16449",1,1,2,2,1,1
"16450",1,2,1,2,1,1
"16451",2,1,2,2,2,2
"16452",1,1,1,1,1,1
"16453",2,1,2,2,2,2
"16454",2,2,2,2,2,1
"16455",2,1,2,2,2,2
"16456",1,2,1,2,1,1
"16457",2,1,2,2,2,2
"16458",2,2,2,2,2,2
"16459",1,1,1,2,1,1
"16460",1,2,1,2,1,1
"16461",2,2,1,2,1,2
"16462",1,2,1,2,1,1
"16463",1,1,1,1,1,2
"16464",2,1,2,2,2,2
"16465",2,2,1,1,2,1
"16466",1,1,2,1,1,1
"16467",2,1,2,2,2,2
"16468",1,2,1,2,1,2
"16469",1,2,1,2,1,1
"16470",2,1,2,2,2,2
"16471",1,2,1,2,1,1
"16472",2,1,2,2,2,1
"16473",2,1,1,2,2,1
"16474",2,1,2,2,1,1
"16475",2,1,2,2,2,2
"16476",1,1,1,1,1,1
"16477",2,1,2,2,2,2
"16478",2,1,2,2,2,1
"16479",1,1,2,1,1,1
"16480",2,1,2,2,2,1
"16481",2,1,1,2,2,2
"16482",1,2,1,2,1,2
"16483",2,1,2,2,2,2
"16484",1,2,2,2,1,1
"16485",2,1,2,2,2,2
"16486",1,2,1,2,1,1
"16487",1,1,1,1,1,1
"16488",2,1,2,1,2,2
"16489",1,1,2,1,1,1
"16490",2,1,2,2,2,1
"16491",1,2,1,2,1,1
"16492",2,1,1,2,2,2
"16493",2,1,1,1,1,1
"16494",2,1,2,2,2,2
"16495",2,1,2,2,2,2
"16496",1,1,1,1,1,1
"16497",1,1,1,2,2,2
"16498",2,2,2,2,2,1
"16499",2,1,1,2,2,1
"16500",1,1,2,2,2,2
"16501",2,1,2,2,2,2
"16502",1,1,2,2,1,1
"16503",2,1,2,2,2,2
"16504",2,2,2,2,1,1
"16505",1,1,2,2,2,2
"16506",2,1,2,2,2,2
"16507",2,1,2,2,2,1
"16508",2,2,2,2,1,2
"16509",2,2,2,2,2,2
"16510",1,2,1,1,1,1
"16511",2,1,2,2,2,2
"16512",2,1,2,2,2,1
"16513",1,2,1,1,1,1
"16514",2,1,2,2,2,2
"16515",2,1,2,2,2,2
"16516",2,1,2,2,2,1
"16517",1,1,1,1,1,1
"16518",1,1,2,1,2,1
"16519",2,1,2,2,2,2
"16520",2,1,2,2,2,2
"16521",1,1,1,1,1,1
"16522",2,1,2,2,2,2
"16523",1,2,1,1,1,1
"16524",2,1,2,2,2,1
"16525",2,1,2,2,2,2
"16526",1,1,2,2,1,2
"16527",2,1,2,2,2,2
"16528",2,1,2,2,2,1
"16529",2,1,2,2,2,2
"16530",2,1,2,2,2,1
"16531",1,1,1,1,1,2
"16532",2,1,2,2,2,2
"16533",2,1,2,1,1,2
"16534",2,1,2,1,2,2
"16535",2,1,2,2,2,2
"16536",1,1,1,1,1,1
"16537",2,1,2,2,2,2
"16538",2,1,2,2,2,2
"16539",1,1,1,1,1,1
"16540",1,1,1,1,1,1
"16541",1,1,2,2,1,1
"16542",2,1,2,2,2,2
"16543",2,1,2,2,2,2
"16544",2,1,2,2,2,2
"16545",1,2,1,2,1,1
"16546",2,1,1,2,2,1
"16547",2,1,2,2,1,2
"16548",1,1,1,1,1,1
"16549",1,2,1,1,1,1
"16550",2,1,2,2,2,2
"16551",NA,NA,1,1,1,1
"16552",2,2,1,2,1,1
"16553",1,1,1,1,1,1
"16554",1,1,1,1,1,1
"16555",2,1,2,2,2,2
"16556",2,1,2,2,2,2
"16557",2,1,2,2,2,2
"16558",1,1,1,1,1,1
"16559",2,1,2,2,2,2
"16560",1,1,1,2,1,2
"16561",2,1,2,2,2,1
"16562",2,1,2,2,2,2
"16563",1,2,2,2,1,2
"16564",1,1,1,1,1,1
"16565",1,2,2,2,1,1
"16566",2,1,2,1,1,1
"16567",2,1,2,2,2,2
"16568",2,1,1,2,1,2
"16569",1,2,1,2,1,1
"16570",1,2,1,1,1,1
"16571",2,1,2,2,2,2
"16572",1,2,1,2,1,1
"16573",2,2,1,2,2,1
"16574",2,1,2,1,1,1
"16575",1,2,2,1,1,1
"16576",2,1,2,2,2,2
"16577",1,1,1,1,2,1
"16578",2,1,2,2,2,2
"16579",2,1,2,2,2,2
"16580",2,2,1,2,2,2
"16581",1,1,1,1,1,1
"16582",1,2,1,2,1,1
"16583",1,2,1,2,2,1
"16584",1,2,1,2,1,1
"16585",2,1,2,2,2,2
"16586",2,1,1,2,1,1
"16587",1,1,1,1,1,1
"16588",2,1,2,2,1,1
"16589",2,1,2,2,2,1
"16590",1,1,1,1,1,1
"16591",2,1,2,2,2,2
"16592",2,2,2,2,2,2
"16593",1,1,1,1,1,1
"16594",2,1,2,1,2,2
"16595",2,1,2,2,2,1
"16596",2,1,2,2,2,2
"16597",1,2,1,1,2,2
"16598",2,2,2,2,2,2
"16599",1,1,1,1,1,1
"16600",1,1,1,1,1,1
"16601",1,1,1,1,1,1
"16602",2,2,2,2,2,2
"16603",1,1,1,1,1,1
"16604",1,2,1,1,1,1
"16605",1,2,1,2,1,1
"16606",1,2,1,1,1,1
"16607",2,1,2,2,2,2
"16608",2,1,2,2,1,2
"16609",1,1,1,1,1,1
"16610",1,1,1,1,2,2
"16611",1,2,1,2,2,2
"16612",1,2,1,2,1,1
"16613",2,1,2,2,2,1
"16614",2,1,1,1,2,2
"16615",2,1,2,2,2,2
"16616",2,1,2,2,2,1
"16617",1,2,1,2,1,1
"16618",2,1,1,2,2,2
"16619",2,1,2,2,2,2
"16620",1,2,1,2,2,1
"16621",2,1,2,2,2,2
"16622",2,1,2,2,1,2
"16623",2,1,2,2,1,2
"16624",2,1,2,2,2,2
"16625",2,1,2,2,2,2
"16626",1,2,2,2,1,1
"16627",2,1,1,2,2,1
"16628",2,1,1,2,2,1
"16629",1,2,1,1,1,1
"16630",2,1,2,1,2,2
"16631",2,1,2,1,2,1
"16632",1,2,1,1,1,1
"16633",1,2,1,2,1,1
"16634",1,2,1,2,1,1
"16635",2,1,2,2,2,1
"16636",2,1,2,2,1,2
"16637",2,1,1,1,2,1
"16638",2,1,2,2,2,2
"16639",2,2,2,2,2,2
"16640",2,1,1,2,1,1
"16641",1,2,1,2,1,1
"16642",2,1,1,2,2,2
"16643",2,1,1,1,2,1
"16644",2,1,2,2,2,2
"16645",1,2,1,2,1,1
"16646",2,1,1,1,1,2
"16647",1,2,1,1,1,1
"16648",2,1,2,2,2,1
"16649",2,1,2,2,2,2
"16650",2,1,2,2,2,2
"16651",2,1,2,1,2,1
"16652",1,2,1,2,1,1
"16653",2,1,1,1,2,1
"16654",2,1,1,2,1,2
"16655",1,1,2,1,1,2
"16656",2,1,2,2,2,2
"16657",1,2,2,1,1,1
"16658",1,2,2,2,1,2
"16659",2,1,1,2,2,1
"16660",1,1,1,1,1,1
"16661",2,1,2,2,2,2
"16662",1,1,2,2,1,2
"16663",1,1,1,1,1,1
"16664",1,1,1,1,1,1
"16665",1,1,1,1,2,1
"16666",1,2,1,1,1,1
"16667",1,1,2,2,1,2
"16668",1,2,1,2,1,1
"16669",2,2,1,2,2,1
"16670",2,1,2,2,2,2
"16671",2,1,2,2,2,2
"16672",2,2,1,2,2,1
"16673",2,1,1,2,2,2
"16674",1,1,1,1,1,1
"16675",2,1,2,2,1,1
"16676",2,1,2,2,2,2
"16677",2,1,2,2,2,2
"16678",1,1,1,2,1,1
"16679",2,1,2,2,2,2
"16680",2,1,2,2,2,1
"16681",2,1,2,2,2,2
"16682",1,1,1,1,1,1
"16683",1,1,1,1,1,1
"16684",1,2,1,2,1,1
"16685",1,2,1,2,1,1
"16686",2,1,2,2,2,2
"16687",1,2,2,1,NA,2
"16688",2,1,2,2,2,2
"16689",2,1,2,2,2,2
"16690",2,1,2,2,2,2
"16691",1,2,1,2,1,1
"16692",1,1,1,1,1,2
"16693",1,2,1,2,1,2
"16694",1,2,1,2,1,1
"16695",2,1,2,2,2,2
"16696",1,2,1,2,1,1
"16697",2,1,2,2,1,1
"16698",2,1,1,1,1,1
"16699",1,2,1,2,1,1
"16700",1,2,1,1,1,1
"16701",2,1,2,2,1,1
"16702",1,2,1,2,1,1
"16703",2,2,2,2,2,2
"16704",2,1,2,2,2,2
"16705",2,1,2,2,1,1
"16706",2,1,2,2,2,2
"16707",2,1,2,2,2,1
"16708",2,1,2,2,2,2
"16709",2,1,2,2,2,2
"16710",2,1,2,2,2,2
"16711",1,1,1,1,1,1
"16712",1,2,1,2,1,1
"16713",2,1,2,2,2,2
"16714",2,1,1,2,2,1
"16715",1,2,1,2,1,1
"16716",1,2,1,2,1,1
"16717",2,1,2,2,2,2
"16718",2,1,2,2,2,1
"16719",1,2,1,2,1,1
"16720",2,1,2,2,2,2
"16721",2,1,2,2,2,1
"16722",1,1,1,1,1,1
"16723",1,1,1,2,1,1
"16724",2,1,2,2,2,2
"16725",2,1,2,2,2,1
"16726",1,1,1,1,1,1
"16727",2,1,2,2,2,1
"16728",2,1,2,2,2,2
"16729",1,1,2,1,2,2
"16730",1,2,1,2,1,1
"16731",2,1,2,2,2,2
"16732",1,1,1,2,1,1
"16733",2,1,2,2,2,2
"16734",1,2,1,1,1,1
"16735",2,1,2,2,1,1
"16736",1,1,2,1,1,1
"16737",2,1,1,2,2,1
"16738",2,1,2,2,2,2
"16739",2,1,2,1,2,2
"16740",1,2,1,NA,1,2
"16741",1,2,1,1,1,1
"16742",1,2,1,2,1,2
"16743",2,1,2,2,1,1
"16744",1,2,1,1,1,1
"16745",2,1,2,2,1,1
"16746",2,1,1,2,2,1
"16747",2,1,2,2,2,2
"16748",2,2,2,2,2,2
"16749",2,1,1,1,1,2
"16750",2,1,1,2,2,2
"16751",2,1,2,2,2,2
"16752",2,1,2,1,2,2
"16753",2,1,2,2,2,2
"16754",1,1,1,1,1,1
"16755",1,1,2,1,1,1
"16756",1,2,1,1,1,1
"16757",2,1,2,2,2,1
"16758",2,1,2,2,2,2
"16759",1,2,1,2,1,1
"16760",2,1,2,2,2,2
"16761",2,1,2,2,2,2
"16762",2,1,2,2,2,2
"16763",2,1,2,2,2,2
"16764",2,1,2,2,2,1
"16765",1,2,1,1,1,1
"16766",1,2,1,2,1,1
"16767",2,1,1,1,2,2
"16768",2,1,2,2,2,1
"16769",2,1,2,1,2,1
"16770",2,1,1,2,1,1
"16771",2,1,2,2,2,2
"16772",2,1,2,2,2,2
"16773",2,1,2,2,2,2
"16774",2,1,2,1,2,1
"16775",1,2,1,2,1,1
"16776",2,1,2,2,2,2
"16777",1,1,1,2,1,1
"16778",1,2,1,2,1,1
"16779",2,2,1,2,2,1
"16780",1,1,1,1,2,1
"16781",2,1,2,2,2,1
"16782",1,2,1,1,1,1
"16783",2,1,2,2,2,1
"16784",1,2,2,2,2,2
"16785",2,1,2,2,2,2
"16786",1,2,2,2,2,1
"16787",1,1,1,1,1,1
"16788",1,2,1,2,1,1
"16789",2,1,1,2,1,2
"16790",2,1,1,1,2,1
"16791",2,1,2,1,2,1
"16792",1,1,1,1,1,1
"16793",2,1,2,2,2,2
"16794",1,1,1,1,1,2
"16795",2,1,2,2,1,2
"16796",2,2,1,2,2,1
"16797",1,2,1,2,1,1
"16798",1,1,1,1,1,1
"16799",1,2,1,2,1,1
"16800",2,1,2,2,2,2
"16801",2,1,2,1,2,2
"16802",2,1,2,2,2,2
"16803",2,1,2,2,2,2
"16804",2,1,2,2,2,2
"16805",1,1,1,1,1,1
"16806",2,1,2,2,2,1
"16807",1,1,2,2,1,1
"16808",2,1,2,1,2,2
"16809",2,1,1,1,1,1
"16810",1,1,1,1,1,1
"16811",2,1,2,2,2,1
"16812",2,1,2,2,2,2
"16813",1,1,1,1,1,1
"16814",1,2,2,2,1,2
"16815",1,1,1,2,1,2
"16816",2,1,2,2,2,2
"16817",1,1,1,1,1,1
"16818",1,2,1,2,1,1
"16819",2,1,2,2,1,2
"16820",2,2,2,2,2,2
"16821",2,1,2,2,2,2
"16822",1,1,1,1,1,2
"16823",1,2,1,2,1,1
"16824",2,1,2,2,2,2
"16825",1,1,1,1,2,1
"16826",1,1,1,1,1,1
"16827",1,2,1,2,1,1
"16828",1,1,2,1,1,2
"16829",2,1,2,2,2,2
"16830",1,1,1,1,1,1
"16831",1,2,1,2,1,1
"16832",2,2,1,2,2,2
"16833",2,1,2,2,2,2
"16834",1,1,1,1,1,1
"16835",1,2,1,2,1,2
"16836",2,1,2,2,1,2
"16837",2,1,1,2,2,2
"16838",1,1,1,1,1,1
"16839",NA,1,1,2,2,2
"16840",2,1,2,2,2,2
"16841",2,1,1,2,2,2
"16842",2,1,2,2,2,1
"16843",1,2,1,2,1,1
"16844",1,2,1,1,1,1
"16845",2,1,2,2,2,2
"16846",2,1,2,2,2,2
"16847",2,2,2,2,2,2
"16848",1,2,1,2,1,1
"16849",1,1,1,1,1,1
"16850",2,1,2,2,2,1
"16851",2,1,2,2,2,2
"16852",1,1,1,1,1,1
"16853",2,1,1,2,2,1
"16854",NA,2,1,1,1,1
"16855",1,2,1,1,1,1
"16856",1,2,1,2,2,2
"16857",2,1,2,2,2,2
"16858",2,1,2,2,2,2
"16859",1,2,2,2,1,1
"16860",1,2,1,1,1,1
"16861",2,1,2,2,2,2
"16862",1,2,1,2,1,1
"16863",2,1,1,2,1,1
"16864",2,1,2,1,2,1
"16865",2,1,2,2,2,2
"16866",2,1,2,2,2,2
"16867",2,1,2,2,2,2
"16868",1,1,1,1,2,1
"16869",1,1,1,1,1,1
"16870",1,2,2,2,1,1
"16871",1,2,2,1,2,1
"16872",2,1,2,2,2,2
"16873",2,1,2,2,2,1
"16874",2,1,1,2,2,1
"16875",1,2,1,2,1,1
"16876",1,1,1,2,1,1
"16877",2,1,1,2,2,1
"16878",2,1,2,2,2,2
"16879",1,1,1,1,1,1
"16880",2,1,2,2,2,2
"16881",2,1,2,2,2,2
"16882",1,2,2,1,1,1
"16883",1,2,1,2,1,1
"16884",2,1,2,2,2,2
"16885",2,1,2,1,2,2
"16886",2,1,2,1,1,1
"16887",1,2,1,2,1,1
"16888",2,1,2,2,2,1
"16889",1,1,1,1,1,1
"16890",2,1,2,2,2,2
"16891",2,2,2,2,1,1
"16892",1,2,1,2,1,1
"16893",2,1,1,2,2,1
"16894",1,1,1,1,1,1
"16895",2,1,2,1,2,2
"16896",1,1,1,1,1,1
"16897",1,1,2,1,1,1
"16898",2,1,1,1,2,1
"16899",2,2,2,2,2,2
"16900",1,2,1,2,2,1
"16901",2,1,1,1,1,2
"16902",1,2,1,2,1,1
"16903",1,1,2,1,1,2
"16904",1,2,1,1,1,1
"16905",2,1,1,2,2,2
"16906",2,1,2,2,2,2
"16907",2,1,2,2,2,2
"16908",1,2,1,1,1,1
"16909",1,1,1,1,1,1
"16910",2,1,2,2,2,2
"16911",2,1,2,2,2,2
"16912",2,1,2,2,2,2
"16913",1,2,1,2,1,1
"16914",2,1,2,2,1,1
"16915",2,1,2,2,2,2
"16916",2,1,2,2,1,1
"16917",2,1,2,2,2,2
"16918",2,2,2,2,2,2
"16919",2,1,1,2,2,2
"16920",2,1,1,2,1,1
"16921",1,2,1,1,1,1
"16922",2,1,1,2,2,1
"16923",2,1,2,2,2,2
"16924",1,1,1,1,1,1
"16925",2,1,2,2,2,2
"16926",2,1,1,2,1,1
"16927",1,2,2,2,1,1
"16928",1,1,1,1,1,2
"16929",1,2,1,2,1,1
"16930",2,1,2,2,2,2
"16931",2,1,2,2,2,1
"16932",1,1,2,2,2,2
"16933",1,1,1,1,1,1
"16934",1,2,1,2,2,1
"16935",2,1,2,2,2,1
"16936",1,1,1,1,1,1
"16937",2,1,2,2,2,2
"16938",1,2,1,2,1,1
"16939",2,1,2,2,2,2
"16940",1,2,1,1,2,2
"16941",1,2,1,2,1,1
"16942",2,1,2,2,2,2
"16943",1,1,1,1,1,1
"16944",1,1,1,1,1,1
"16945",2,1,2,2,2,2
"16946",2,2,1,1,1,1
"16947",1,1,1,2,1,1
"16948",2,2,1,2,1,1
"16949",1,2,1,1,1,1
"16950",2,1,2,1,2,2
"16951",2,1,2,2,2,2
"16952",2,1,2,2,2,2
"16953",2,1,2,2,2,2
"16954",2,1,2,2,2,2
"16955",1,1,1,1,1,1
"16956",1,1,1,1,1,2
"16957",2,2,1,2,2,1
"16958",1,1,1,2,1,2
"16959",1,1,1,2,1,1
"16960",1,2,1,1,1,1
"16961",2,1,1,2,1,1
"16962",2,1,2,2,2,2
"16963",2,1,2,2,2,2
"16964",1,2,1,2,1,1
"16965",2,1,2,2,2,2
"16966",2,1,2,2,2,2
"16967",1,2,1,1,1,1
"16968",2,1,1,2,2,2
"16969",2,1,2,2,2,2
"16970",1,2,1,2,1,1
"16971",2,1,2,2,2,2
"16972",1,2,1,1,1,1
"16973",2,1,2,2,2,2
"16974",2,2,2,2,2,2
"16975",1,2,1,1,1,1
"16976",1,1,1,1,1,1
"16977",1,1,2,1,1,1
"16978",1,2,1,1,1,1
"16979",2,1,2,2,2,2
"16980",1,2,1,1,1,1
"16981",2,1,2,2,2,1
"16982",1,1,1,1,1,1
"16983",2,1,2,2,2,2
"16984",1,1,1,2,1,1
"16985",2,1,1,1,2,1
"16986",2,1,2,2,2,2
"16987",2,1,2,1,2,2
"16988",1,2,1,1,1,1
"16989",1,1,1,1,2,1
"16990",2,1,2,2,2,2
"16991",2,1,2,2,2,2
"16992",1,2,2,2,1,1
"16993",2,1,2,2,2,1
"16994",1,2,1,2,1,1
"16995",2,1,2,2,2,1
"16996",2,1,2,NA,2,2
"16997",2,1,2,2,2,2
"16998",1,2,1,2,1,1
"16999",2,1,2,1,1,2
"17000",2,1,2,2,2,2
"17001",2,1,2,2,2,2
"17002",2,1,1,2,2,2
"17003",1,1,1,1,1,2
"17004",2,1,2,2,2,2
"17005",2,2,2,2,2,2
"17006",1,2,1,2,1,1
"17007",1,1,2,1,1,1
"17008",2,1,2,2,2,2
"17009",1,2,1,2,1,1
"17010",2,1,2,2,2,2
"17011",2,1,1,2,2,2
"17012",1,1,1,1,1,1
"17013",1,2,1,1,1,1
"17014",1,1,1,1,2,1
"17015",1,2,1,2,1,1
"17016",1,1,1,1,1,2
"17017",1,1,1,1,2,1
"17018",2,1,2,2,1,2
"17019",2,1,2,2,2,1
"17020",2,1,1,1,2,1
"17021",2,1,2,2,2,2
"17022",1,1,1,1,1,2
"17023",1,2,1,2,1,1
"17024",1,2,1,1,1,1
"17025",2,1,2,2,2,1
"17026",1,1,1,1,2,1
"17027",1,2,1,2,1,1
"17028",2,1,2,2,2,2
"17029",1,2,1,2,1,1
"17030",2,1,2,2,2,2
"17031",2,1,2,2,2,1
"17032",1,1,1,1,1,1
"17033",2,2,1,2,2,2
"17034",1,2,2,2,1,1
"17035",2,1,1,2,1,2
"17036",2,1,2,2,1,2
"17037",2,1,1,1,1,2
"17038",2,1,1,1,2,1
"17039",2,1,2,2,2,2
"17040",1,2,2,2,1,1
"17041",2,1,2,2,2,2
"17042",2,2,2,1,2,2
"17043",2,1,1,2,2,1
"17044",2,1,2,2,2,2
"17045",2,1,2,2,2,2
"17046",1,1,2,1,2,2
"17047",1,1,2,2,1,1
"17048",1,1,1,1,1,1
"17049",1,2,1,2,1,1
"17050",1,2,1,2,1,1
"17051",2,1,2,2,2,2
"17052",2,2,2,2,2,1
"17053",1,2,1,1,1,1
"17054",1,1,1,1,1,1
"17055",1,2,1,2,1,1
"17056",1,1,2,2,2,2
"17057",1,1,2,2,1,1
"17058",2,1,2,2,2,2
"17059",2,1,2,2,2,2
"17060",2,1,1,2,2,2
"17061",1,2,1,1,1,1
"17062",2,1,2,2,2,2
"17063",2,1,1,1,1,2
"17064",2,1,1,1,2,1
"17065",2,2,2,2,2,2
"17066",1,1,1,1,1,1
"17067",2,1,1,2,1,1
"17068",1,2,1,1,1,1
"17069",1,1,1,1,2,1
"17070",2,1,2,2,2,2
"17071",2,1,1,1,2,2
"17072",2,1,2,2,1,1
"17073",1,2,1,2,1,1
"17074",1,2,1,1,1,1
"17075",2,2,1,1,1,1
"17076",1,2,1,1,1,1
"17077",2,1,2,2,2,2
"17078",2,1,2,2,1,1
"17079",1,2,1,2,1,1
"17080",2,1,2,2,2,1
"17081",2,1,2,2,1,1
"17082",1,2,1,2,1,1
"17083",1,1,1,1,1,1
"17084",2,1,2,2,2,1
"17085",1,1,2,NA,1,1
"17086",2,1,2,2,2,2
"17087",2,1,2,2,2,2
"17088",2,1,1,1,1,1
"17089",2,1,2,2,1,2
"17090",2,1,1,1,2,1
"17091",2,1,2,2,2,2
"17092",2,1,1,2,2,2
"17093",1,2,1,1,1,1
"17094",2,2,2,2,1,2
"17095",1,1,1,1,2,1
"17096",1,2,1,1,1,1
"17097",2,1,2,2,2,2
"17098",2,1,2,2,2,2
"17099",1,2,1,1,1,1
"17100",2,1,2,2,2,2
"17101",1,2,1,1,1,1
"17102",1,2,1,1,1,1
"17103",2,1,2,2,2,2
"17104",2,1,2,2,2,2
"17105",2,2,1,1,1,1
"17106",1,2,1,1,1,2
"17107",2,1,1,1,2,2
"17108",2,1,2,2,2,2
"17109",2,1,1,1,1,1
"17110",1,2,1,1,1,1
"17111",1,1,2,1,2,1
"17112",1,2,1,2,1,1
"17113",1,2,1,1,1,1
"17114",2,1,2,1,2,1
"17115",1,1,1,1,1,1
"17116",2,2,1,2,2,1
"17117",1,1,1,1,2,1
"17118",1,1,1,2,1,2
"17119",2,1,2,2,1,1
"17120",2,1,2,2,2,2
"17121",1,2,1,1,1,1
"17122",2,1,1,1,1,1
"17123",2,1,2,2,2,2
"17124",2,1,2,2,2,2
"17125",2,1,2,1,2,2
"17126",2,1,2,2,2,1
"17127",2,1,2,2,2,1
"17128",1,1,2,2,1,1
"17129",1,2,1,2,1,1
"17130",1,2,1,2,1,1
"17131",2,1,2,2,2,2
"17132",2,1,2,2,2,2
"17133",1,2,1,1,1,1
"17134",2,1,2,2,2,2
"17135",2,1,2,2,2,2
"17136",2,1,2,2,2,2
"17137",2,2,1,2,2,2
"17138",2,1,2,2,2,2
"17139",1,1,1,1,1,1
"17140",2,1,2,2,2,2
"17141",2,2,2,2,1,2
"17142",2,1,1,1,1,2
"17143",2,1,2,2,2,2
"17144",1,1,1,1,1,1
"17145",1,2,1,2,1,1
"17146",2,2,2,2,2,2
"17147",1,2,2,2,1,1
"17148",1,2,1,2,1,1
"17149",2,1,2,2,2,2
"17150",2,2,2,2,2,1
"17151",2,1,1,1,1,1
"17152",2,1,2,2,1,1
"17153",2,1,2,2,2,1
"17154",1,1,2,1,1,1
"17155",2,1,1,1,1,1
"17156",2,1,1,2,2,1
"17157",2,2,2,2,2,2
"17158",2,1,2,2,1,2
"17159",NA,NA,2,2,2,2
"17160",1,2,1,2,1,1
"17161",1,2,1,1,1,1
"17162",NA,2,1,2,1,1
"17163",1,1,2,2,2,2
"17164",2,1,2,2,2,2
"17165",1,1,2,1,1,1
"17166",2,2,1,2,2,2
"17167",1,1,2,1,1,1
"17168",1,1,2,1,1,1
"17169",1,1,1,1,1,1
"17170",2,1,2,2,1,1
"17171",2,1,2,2,1,2
"17172",1,2,1,2,1,1
"17173",1,2,1,2,1,1
"17174",1,2,1,1,1,2
"17175",1,2,1,1,1,1
"17176",1,1,1,1,1,1
"17177",2,1,2,2,2,1
"17178",1,2,1,2,1,1
"17179",2,2,2,2,2,2
"17180",1,2,1,2,1,1
"17181",2,1,1,2,1,2
"17182",1,2,2,1,1,1
"17183",1,2,1,1,1,1
"17184",1,1,2,2,1,1
"17185",2,1,2,2,2,1
"17186",2,1,2,1,2,2
"17187",2,1,2,2,2,2
"17188",1,2,1,1,1,2
"17189",2,1,2,2,2,2
"17190",2,1,1,2,1,1
"17191",2,1,2,1,2,2
"17192",2,1,2,2,2,1
"17193",2,1,2,2,2,2
"17194",2,2,1,2,1,1
"17195",2,1,2,2,2,2
"17196",2,1,2,2,2,1
"17197",2,1,2,2,2,2
"17198",1,2,2,2,1,1
"17199",1,1,1,1,1,1
"17200",2,1,2,2,2,1
"17201",2,1,2,2,2,2
"17202",2,1,2,2,2,2
"17203",1,1,1,1,1,1
"17204",1,1,1,1,1,1
"17205",1,1,2,1,2,1
"17206",1,1,1,1,1,1
"17207",2,1,1,2,2,2
"17208",2,1,2,2,2,2
"17209",1,2,2,2,1,1
"17210",2,1,2,1,2,1
"17211",1,1,1,1,2,1
"17212",1,2,1,2,1,1
"17213",1,1,2,2,1,1
"17214",1,1,1,2,1,1
"17215",1,2,1,2,1,1
"17216",2,1,2,2,2,2
"17217",1,1,1,1,1,1
"17218",2,1,1,2,1,2
"17219",2,1,2,2,2,2
"17220",1,2,1,1,1,1
"17221",2,1,2,1,2,2
"17222",1,1,1,1,2,1
"17223",2,2,2,2,2,2
"17224",1,1,1,1,1,1
"17225",1,2,2,2,1,1
"17226",1,2,1,2,1,1
"17227",2,1,2,2,2,1
"17228",1,2,1,2,1,1
"17229",2,1,2,2,2,2
"17230",2,1,2,2,2,1
"17231",1,1,2,1,2,1
"17232",2,1,2,2,2,2
"17233",1,2,1,1,1,1
"17234",1,2,1,2,1,1
"17235",2,1,2,2,2,2
"17236",1,1,1,1,1,1
"17237",2,1,1,2,2,2
"17238",1,2,1,1,1,1
"17239",1,1,2,1,1,1
"17240",1,1,1,1,1,1
"17241",1,2,1,2,1,1
"17242",2,1,2,2,2,2
"17243",2,1,2,2,2,2
"17244",1,1,1,1,1,1
"17245",1,1,1,1,1,1
"17246",1,1,2,1,1,1
"17247",2,1,2,2,2,1
"17248",1,2,1,1,1,1
"17249",1,2,1,2,1,1
"17250",1,1,2,2,2,1
"17251",2,1,1,2,2,2
"17252",2,1,2,1,2,1
"17253",1,1,1,1,1,1
"17254",1,1,1,1,1,1
"17255",1,1,2,1,1,2
"17256",1,2,1,2,1,1
"17257",2,1,2,2,1,2
"17258",2,1,1,1,1,1
"17259",2,1,2,2,2,2
"17260",2,1,2,2,2,1
"17261",2,1,1,1,2,1
"17262",1,1,2,2,1,1
"17263",1,1,2,1,1,1
"17264",1,2,1,2,1,1
"17265",1,2,1,1,1,1
"17266",2,1,2,2,2,2
"17267",1,1,2,1,1,1
"17268",2,1,2,2,1,1
"17269",2,1,2,2,2,2
"17270",2,1,2,2,2,2
"17271",2,1,2,1,2,2
"17272",1,2,1,2,1,1
"17273",2,1,2,2,2,1
"17274",2,1,2,2,2,2
"17275",2,1,2,2,2,2
"17276",2,1,2,2,2,2
"17277",2,1,2,2,2,1
"17278",2,1,1,2,1,1
"17279",1,2,1,2,1,1
"17280",2,1,2,2,2,2
"17281",2,1,2,2,2,2
"17282",2,1,2,2,2,1
"17283",1,1,2,2,1,1
"17284",2,1,2,2,1,2
